pes_calls,iter_steps,tot_time,saddle_energy,saddle_fmax,success,method,dimer_rot,dimer_trans,init_energy,barrier,mol_id,spin,termination_status,rmsd_init_saddle
58,52,2579.784,-5293.13084,0.00267395,true,GPRD,lbfgs,lbfgs,-5292.90770557817,-0.22313442182985455,141,doublets,GOOD,30.196886594110925
26,21,272.303,-5260.245953,0.00380523,true,GPRD,lbfgs,lbfgs,-5256.808673112686,-3.437279887313707,142,doublets,GOOD,0.48664504974895756
34,29,2360.361,-9430.509221,0.00231399,true,GPRD,lbfgs,lbfgs,-9429.588062215938,-0.9211587840618449,143,doublets,GOOD,26.7360423494872
35,29,3381.366,-8463.275332,0.00231399,true,GPRD,lbfgs,lbfgs,-8461.013222045065,-2.2621099549342034,144,doublets,GOOD,13.169373097858577
32,26,1540.408,-10371.686413,0.00359954,true,GPRD,lbfgs,lbfgs,-10366.379616951986,-5.306796048012984,145,doublets,GOOD,0.7404643985528832
19,12,121.58,-4206.42316,0.00149124,true,GPRD,lbfgs,lbfgs,-4204.272175603459,-2.1509843965413893,146,doublets,GOOD,0.34225674070246886
32,24,1763.176,-9399.125217,0.00231399,true,GPRD,lbfgs,lbfgs,-9395.051403666657,-4.073813333343423,147,doublets,GOOD,0.8672145063331312
38,31,1513.306,-8342.296003,0.00313675,true,GPRD,lbfgs,lbfgs,-8340.251005761642,-2.0449972383576096,148,doublets,GOOD,0.6909782845572022
41,35,2161.257,-10367.476335,0.00190262,true,GPRD,lbfgs,lbfgs,-10363.168369275967,-4.307965724032329,149,doublets,GOOD,2.1530742164956598
,,,,,false,GPRD,,,,,150,doublets,Error,
38,30,1324.008,-7320.50806,0.00370239,true,GPRD,lbfgs,lbfgs,-7318.911716955086,-1.5963430449137377,151,doublets,GOOD,0.5836584121570115
32,24,1437.028,-7407.187976,0.00272537,true,GPRD,lbfgs,lbfgs,-7405.508918826949,-1.6790571730507509,152,doublets,GOOD,2.3401150629521372
172,164,28933.682,-6230.341825,0.00375381,true,GPRD,lbfgs,lbfgs,-6226.27143639657,-4.070388603430729,153,doublets,GOOD,4.326419814599928
33,28,1146.843,-8376.827168,0.0034967,true,GPRD,lbfgs,lbfgs,-8374.549672326582,-2.277495673417434,154,doublets,GOOD,1.4099212006720834
23,17,439.814,-7319.73217,0.00334243,true,GPRD,lbfgs,lbfgs,-7318.132390811904,-1.5997791880963632,155,doublets,GOOD,0.46518235867558466
26,20,496.939,-7319.981399,0.00344528,true,GPRD,lbfgs,lbfgs,-7319.378710276166,-0.602688723834035,156,doublets,GOOD,0.3046430720832682
36,30,1912.71,-7404.853913,0.00190262,true,GPRD,lbfgs,lbfgs,-7403.511639163194,-1.342273836806271,157,doublets,GOOD,0.6947145971110643
27,20,333.734,-6264.108231,0.00226257,true,GPRD,lbfgs,lbfgs,-6262.37391818453,-1.7343128154698206,158,doublets,GOOD,0.5166572191509113
39,34,3194.333,-8462.061783,0.00174835,true,GPRD,lbfgs,lbfgs,-8460.914880160575,-1.1469028394240013,159,doublets,GOOD,0.36487152644740656
,,,,,false,GPRD,,,,,160,doublets,Error,
48,40,3681.801,-8375.946085,0.00169693,true,GPRD,lbfgs,lbfgs,-8374.164260794258,-1.7818242057419411,161,doublets,GOOD,24.73594835378042
53,45,7778.533,-9432.667949,0.00236542,true,GPRD,lbfgs,lbfgs,-9430.565867997677,-2.1020810023237573,162,doublets,GOOD,8.403844291858972
40,33,764.757,-6232.319769,0.0039595,true,GPRD,lbfgs,lbfgs,-6229.499846745573,-2.819922254426274,163,doublets,GOOD,0.5717018322676335
26,20,1699.415,-9432.333119,0.0021083,true,GPRD,lbfgs,lbfgs,-9430.61680199036,-1.7163170096409885,164,doublets,GOOD,0.9979210993206525
25,19,427.085,-9309.414291,0.00329101,true,GPRD,lbfgs,lbfgs,-9308.234235524656,-1.1800554753426695,165,doublets,GOOD,0.24122834750397998
51,43,8377.422,-9431.989336,0.00205688,true,GPRD,lbfgs,lbfgs,-9430.496898939631,-1.4924370603694115,166,doublets,GOOD,13.545233841708544
22,15,219.064,-6230.081409,0.00149124,true,GPRD,lbfgs,lbfgs,-6229.149078748373,-0.9323302516277181,167,doublets,GOOD,0.18767725494859297
45,39,1001.18,-8257.819826,0.00221115,true,GPRD,lbfgs,lbfgs,-8256.035466073692,-1.7843599263087526,168,doublets,GOOD,1.4060741939383563
36,30,2415.545,-7405.858664,0.00241684,true,GPRD,lbfgs,lbfgs,-7404.437546534553,-1.4211174654474235,169,doublets,GOOD,11.095246951217094
50,43,5204.132,-8429.167962,0.00354812,true,GPRD,lbfgs,lbfgs,-8427.029945512797,-2.138016487202549,170,doublets,GOOD,2.753568519316626
18,10,137.415,-4205.461823,0.00293106,true,GPRD,lbfgs,lbfgs,-4205.298984418551,-0.16283858144834085,171,doublets,GOOD,0.045958732811393975
115,107,8051.01,-5203.286201,0.00354812,true,GPRD,lbfgs,lbfgs,-5203.776829556982,0.49062855698230123,172,doublets,GOOD,8.284986060186
27,19,519.863,-6319.450323,0.00401092,true,GPRD,lbfgs,lbfgs,-6317.826036690816,-1.6242863091838444,173,doublets,GOOD,5.553079470311043
16,11,100.833,-4204.144189,0.00411377,true,GPRD,lbfgs,lbfgs,-4202.4417263395335,-1.7024626604661535,174,doublets,GOOD,0.2462274846518841
